저는 교실에서 한국어 책을 읽고 책상 안에 씁니다 .	저는 교실에서 한국어 책을 읽고 책상 위에서 씁니다 .
노무 재미있습니다 .	너무 재미있습니다 .
그리고 칩에서 숙재를 하고 쉽니다 .	그리고 집에서 숙제를 하고 쉽니다 .
주말에는 시내에 가고 쇼핑합니다 .	주말에는 시내에 가서 쇼핑합니다 .
한국 생활이 재미있읍니다 .	한국 생활이 재미있습니다 .
한국 음식과 날씨가 촣습니다 .	한국 음식과 날씨가 좋습니다 .
한국 사람들이 노무 예쁩니다 .	한국 사람들이 너무 예쁩니다 .
저는 커피를 마시고 생활을 합니다 .	저는 커피를 마시며 생활을 합니다 .
우리는 가끔 한국어 이야기합니다 .	우리는 가끔 한국어로 이야기합니다 .
내가 생각하는 성공이란 제자 생각하는 성공의 기준은 아마도 제 자신의 만족도에 있는 것 같습니다 .	제가 성공의 기준은 아마도 제 자신의 만족도에 있는 것 같습니다 .
성공은 하나의 인생의 목표를 향해 나아갈 수 있는 길을 찾을 수 있을 때 성공하거나 마찬가지로 볼 수 있는 것 같습니다 .	성공은 하나의 인생의 목표를 향해 나아갈 수 있는 길을 찾을 수 있을 때 성공 으로 볼 수 있는 것 같습니다 .
또한 제 생각은 성공은 가족이랑 서로 이해하고 온화하면서 자식들도 잘 키우고 건강과 행복한 삶을 그것도 성공이란 말할 수 있습니다 .	또한 제 생각에 가족이랑 서로 이해하고 온화하게 자식들도 잘 키우고 건강과 행복한 삶을 산다면 그것에도 성공이라고 말할 수 있습니다 .
그것을 이루기 위해 필요한 것은 열정을 갖고 모든지 일을 노력해야 합니다 .	그것을 이루기 위해 필요한 것은 열정을 갖고 무엇이든지 노력해야 합니다 .
그렇지 않는다면 제대로 성공할 수 없겠다고 생각합니다	그렇지 않다면 제대로 성공할 수 없을 것이라고 생각합니다
만약 내가 어떠한 사업을 하고 싶은 마음이 있는데 질패할가 봐 그냥 할까 ? 말까 해서 하는 것보다 , 그 사업에 대해서 많이 공부하고 경험도 많이 얻어야 합니다 .	만약 내가 어떠한 사업을 하고 싶은 마음이 있는데 실패할까 봐 그냥 할까 ? 말까 하면서 안 하는 것보다 , 그 사업에 대해서 많이 공부하고 경험도 많이 얻어야 합니다 .
시작하지 않기 전에 그냥 실패할까 봐 겁이 나면 그냥 성공할 수 없기 때문입니다 .	시작하지 않기 전에 실패할까 봐 겁을 내면 성공할 수 없기 때문입니다 .
만약 실패하더라도 그것은 내 경험이고 나중에 하다 보면 나아하겠지 않을까 ? 생각이 듭디다 .	만약 실패하더라도 그것은 내 경험이고 나중에 하다 보면 나지겠지 않을까 ? 생각이 듭디다 .
' 이런 말도 있는데 ' 실패는 엄마의 성공 " 이란 말도 있기 때문에 열심히 하고 인내심 갖어야 합니다 .	' 이런 말도 있는데 ' 실패는 어머니의 성공 " 이란 말도 있기 때문에 열심히 하고 인내심을 갖어야 합니다 .
내 가정에 온화하고 싶다면 누구보다 내가 더 열심히 노력해야 합니다 .	내 가정이 온화하고 싶다면 누구보다 내가 더 열심히 노력해야 합니다 .
그 이유 말한다면 이따 내가 성공한다면 내 인생과 내 삶을 즐겁고 행복해서 살 수 있다고 생각합니다 .	그 이유를 말하자면 내가 성공해도 내 인생과 내 삶이 즐겁고 행복해야 살 수 있다고 생각하기 때문입니다 .
요즘 기후가 많이 달라져서 피부가 건조하고 있다고 느낄 때가 많아졌습니다 .	요즘 기후가 많이 달라져서 피부가 건조하 다고 느낄 때가 많아졌습니다 .
이 제품의 크기는 이니스프리 꺼에 비해 한 바퀴 정도 작고 ,	이 제품의 크기는 이니스프리 것에 비해 한 바퀴 정도 작고 ,
투껑은 이니스프리 꺼에 비해 두꺼운 편입니다 .	뚜껑은 이니스프리 것에 비해 두꺼운 편입니다 .
하지만 갖어갈 때에는 그렇게 큰 차이 없이 갖어갈 수 있고 ,	하지만 가져갈 가져갈 때에는 그렇게 큰 차이 없이 가져갈 가져갈 수 있고 ,
미샤 꺼는 제 손에 딱 맞는 느낌이 있어서 화장을 할 때도 편하게 할 수 있습니다 .	미샤 제품은 제 손에 딱 맞는 느낌이 있어서 화장을 할 때도 편하게 할 수 있습니다 .
하지만 많이 바르시면은 에센스가 들어가고 있기 때문에 기름이 많이 나오거나 다른 피부 트래블을 일으킬 수 있기 때문에 평소보다 조금 모자란 정도가 제일 예쁘게 피부를 연출하실 수 있다고 생각합니다 .	하지만 많이 바르시면은 에센스가 들어가 있기 때문에 기름이 많이 나오거나 다른 피부 트러블을 일으킬 수 있기 때문에 평소보다 조금 모자란 정도가 제일 예쁘게 피부를 연출하실 수 있다고 생각합니다 .
이 제품은 에센스가 46 % 나 들어가고 있기 때문에 보통 파운데이션과 달리 보습력이 높습니다 .	이 제품은 에센스가 46 % 나 들어가 있기 때문에 보통 파운데이션과 달리 보습력이 높습니다 .
그리고 광도 나기 때문에 상처가 있거나 피부 트래불이 있는 사람도 예쁜 피부를 갖일 수 있다는 점입니다 .	그리고 광도 나기 때문에 상처가 있거나 피부 트러블이 있는 사람도 예쁜 피부를 가질 수 있다는 점입니다 .
아쉬운 점은 보습력이 있기 때문에 사용하는 계절을 생각해야 하는 점과 광은 나고 예쁜 피부 표현은 할 수 있지만 커버력이 없기 때문에 커버를 중시하는 사람한테는 추천은 할 수 없습니다 .	아쉬운 점은 보습력이 있기 때문에 사용하는 계절을 생각해야 하는 점과 광은 나고 예쁜 피부 표현은 할 수 있지만 커버력이 없기 때문에 커버를 중시하는 사람에게는 추천은 할 수 없습니다 .
그리고 조금 떨어지기 쉽다는 점도 있기 때문에 바쁘고 자주 수정을 할 수 없는 직장인들한테도 별로 추천은 하지 않습니다 .	그리고 조금 떨어지기 쉽다는 점도 있기 때문에 바쁘고 자주 수정을 할 수 없는 직장인들에게도 별로 추천은 하지 않습니다 .
이 제품은 보습력 , 광은 제가 지금까지 쓴 제품 중에도 최고입니다 .	이 제품은 보습력 , 광이 제가 지금까지 쓴 제품 중에서도 최고입니다 .
그래서 요즘 건조해서 새로운 파운데이션을 찾으시고 있는 분 , 광이 좋아하시는 분들 중에 커버력은 없어도 괜찮다고 생각하시는 분들한테 추천을 합니다 .	그래서 요즘 건조해서 새로운 파운데이션을 찾으시고 있는 분 , 광을 좋아하시는 분들 중에 커버력은 없어도 괜찮다고 생각하시는 분들에게 추천을 합니다 .
옛날에 배웠지만 고든학교에 온 지 7년만에 안 배웠는다 .	옛날에 배웠지만 고등학교에 들어가고 나서 7년동안 안 배웠다 .
그래도 요즘에는 시간이 있으니까 노래 연습하고 싶다 .	그런데 요즘에는 시간이 있으니까 노래 연습하고 싶다 .
하지만 한국어를 잘 모르며 한국 가수가 1명만 들어서 한국 노래를 부를 수 없다 .	하지만 한국어를 잘 모르며 한국 가수를 1명만 알어서 한국 노래를 부를 수 없다 .
앞으로에 춤과 노래를 잘하면 다른 사람에게 보일께요 .	앞으로 춤과 노래를 잘하게 되면 다른 사람에게 보이어 줄 것이다 .
내가 좋아하는 음악 힙합이니까 빨은 노래도 부르고 싶다 .	내가 좋아하는 음악은 힙합이라서 빠른 노래도 부르고 싶다 .
한국에 온 지 2월에 내가 좋아하는 가수의 곤서트가 한 번만 있었지만 나는 몰라서 못 샀는다 .	에 온 지 2월후에 내가 좋아하는 가수의 콘서트가 한 번 있었지만 나는 몰라서 못 갔다 .
지금은 곤서트를 기다리고 있지만 홈페이즈를 봐서 이번년 한국에서 없을 것 같다 .	지금 콘서트를 기다리고 있는데 홈페이지를 보니 올해 한국에서 없을 것 같다 .
그래서 요즘에는 좀 심심하니까 노래 동아리에 가입하고 싶다 .	그래서 요즘에는 좀 심심해서 노래 동아리에 가입하고 싶다 .
또 만나서 너무 반가워요 .	또 만나서 너무 반갑어요 .
언제 태국에 와요 ?	언제 태국에 오아요 ?
몇 시에 공항은 도착할 거에요 ?	몇 시에 공항에 도착할 거이에요 ?
나는 공항에서 마중하러 갈 거예요 .	나는 공항에 마중하러 갈 거이에요 .
요즘 태국에는 정말 더워요 .	요즘 태국은 정말 더워요 .
비가 자주 와요 .	비가 자주 오아요 .
모자와 선클라셋도 가겨하세요 .	모자와 선글라스도 가져오시어요 .
지난 10월 19일 오후 10시 39분부터 이태원에서 맹렬한 속도 자동차 추격 상태가 되었다 .	지난 10월 19일 오후 10시 39분부터 이태원에서 맹렬한 속도의 자동차 추격 사건이 일어났다 .
양칠다로부터 시작한 추격은 미엔가도로까지 A 씨가 27살 김 씨를 뒤좇아가는 상황을 밝현되었다 .	양칠다로부터 시작한 추격전은 미엔가도로까지 A 씨가 27살 김 씨를 뒤좇아가는 상황을 발생시켰다 .
A 씨가 결국엔 김 씨의 자동차를 도로 벗어나게 했다 .	A 씨가 결국엔 김 씨의 자동차를 도로에서 벗어나게 했다 .
경찰이 지금도 좇아가는 중있으나 아직도 가해자를 잡지 못하는 경우다 .	경찰이 지금도 좇아가는 중있으나 아직도 가해자를 잡지 못하고 있다 .
김 씨가 도로를 벗어나다 보니 그로 인해 응급실에 급하게 데리고 지금 수술 받는 중은 나타났다 .	김 씨가 도로를 벗어나다 보니 그로 인해 응급실로 급하게 이송되어서 지금 수술 받는 중으로 알려졌다 .
김 씨의 가정은 지금 병원에서 수술 결과가 기다리고 있음에도 불구하고 경찰을 인터뷰를 하는 것이 밝혔다 .	김 씨의 가족은 지금 병원에서 수술 결과를 기다리고 있음에도 불구하고 경찰이 인터뷰를 한 것이 밝혀졌다 .
부모가 며칠 전부터 행동과 습관을 바뀌었다는 것을 인정들 했는데도 변했던 원인이 몰랐다고 한다 .	부모가 며칠 전부터 행동과 습관이 바뀌었다는 것을 인식을 했는데도 변한 원인을 몰랐다고 한다 .
처음에 김 씨가 피해자라고 생각했던 경찰은 이젠 상태가 변한다고 말한다 .	처음에 김 씨가 피해자라고 생각했던 경찰은 이제는 상황이 바뀌었다고 말했다 .
김 씨의 자동차를 검사하다가 자수하고 미등록 총기를 찾은 것을 최대한 밝현되었다 .	김 씨의 자동차를 검사하다가 자수하고 미등록 총기를 찾은 것으로 밝혀졌다 .
또한 가해자 A 씨의 차를 CCTV에서 도난 번호판을 가지고 있는 것을 알게 되었다 .	또한 가해자 A 씨의 차가 CCTV에서 도난 번호판을 가지고 있다는 것을 알게 되었다 .
경찰장원 < name2 > 씨가 어떤 상황인지 확인하고 있으니까 가해자 차를 보면 다가가지 마시고 바로 저희를 알려주시기 바란다고 했다 .	경찰장원 < name2 > 씨는 어떤 상황인지 확인하고 있으니까 가해자 차를 보면 다가가지 마시고 바로 경찰에게 알려주시기 바란다고 했다 .
A 씨의 차는 2007년 껌은색 < name3 > 이고 도난 번호판은 27구 8760이다 .	A 씨의 차는 2007년 검은색 < name3 > 이고 도난 번호판은 27구 8760이다 .
내가 한국에 유학하기로 결정한 후 한국에서 사는 집을 구하려고 했을 때 일본에는 없는 주거 문화를 알게 되었다 .	내가 한국에서 유학하기로 결정한 후 한국에서 살 집을 구하려고 했을 때 일본에는 없는 주거 문화를 알게 되었다 .
처음은 일본에서 원름에 혼자 살았던 것처럼 한국에서도 완름에 살까 싶었다 .	처음에는 일본에서 원룸에 혼자 살았던 것처럼 한국에서도 원룸에 살까 싶었다 .
그렇지만 그냥 원름으로 결정하는 것이 아까울 정도로 한국에서는 혼자 살기에 편한 집이 많다는 것을 집을 찾으면서 알게 됐다 .	그렇지만 그냥 원룸으로 결정하는 것이 아까울 정도로 한국에는 혼자 살기에 편한 집이 많다는 것을 집을 찾으면서 알게 됐다 .
대학생들은 학교 기숙사에 살기도 하지만 대부분 사람들은 원름을 빌려서 산다 .	대학생들은 학교 기숙사에 살기도 하지만 대부분 사람들은 원룸을 얻어서 산다 .
반면에 한국에서는 집에서 먼 대학교에 다니기 위해 하숙집에 사거나 혼자 집중해서 공부하기 위해 고시원에 사는 사람들이 많다 .	반면에 한국에서는 집에서 먼 대학교에 다니기 위해 하숙집에 살거나 혼자 집중해서 공부하기 위해 고시원에 사는 사람들이 많다 .
일본에서는 한국처럼 고시원이나 고시텔 , 하숙집과 같은 것은 전혀 없고 학생들은 학생만 사는 원름이나 여학생들은 여자들만 사는 원름을 빌려서 사는 경우가 많다 .	일본에는 한국처럼 고시원이나 고시텔 , 하숙집과 같은 것은 전혀 없고 학생들은 학생만 사는 원룸이나 여학생들은 여자들만 사는 원룸을 얻어서 사는 경우가 많다 .
그러면 같은 문화권인데도 이렇게 주거 문화의 차이가 생긴 이유는 뭐엇일까 ?	그러면 같은 문화권인데도 이렇게 주거 문화의 차이가 생긴 이유는 무엇일까 ?
그러므로 월세가 더 싼 하숙집이나 코시원이 생겼다 .	그래서 월세가 더 싼 하숙집이나 고시원이 생겼다 .
이와 달리 일본에 있는 원름은 보장금이 없는 경우도 많고 비교적 싸게 빌릴 수 있다 .	이와 달리 일본에 있는 원룸은 보증금이 없는 경우도 많고 비교적 싸게 빌릴 수 있다 .
반면에 한국 사람들은 가족이 아닌데도 언니 , 오빠라고 부르는 것처럼 정이 많기 때문에 하숙집 같은 데에도 하숙집 아주머니를 진짜 엄마처럼 생각해서 편하게 살 수 있다 .	반면에 한국 사람들은 가족이 아닌데도 언니 , 오빠라고 부르는 것처럼 정이 많기 때문에 하숙집 같은 데서도 하숙집 아주머니를 진짜 엄마처럼 생각해서 편하게 살 수 있다 .
문화는 사는 지역이나 환경 , 사람에 따라 다른다 .	문화는 사는 지역이나 환경 , 사람에 따라 다르다 .
자기의 나라와 왜 다른지 그 이유를 조금이나마 알게 되면 그 나라의 문화를 이해하고 더 쉽게 적응할 수 있을 것이다 .	자기 나라와 왜 다른지 그 이유를 조금이나마 알게 되면 그 나라의 문화를 이해하고 더 쉽게 적응할 수 있을 것이다 .
한국에 생활하면서 겪은 작운 문화 차이도 그냥 넘어가는 게 아니라 그 이유를 분석해 보는 것도 좋겠다는 생각이 든다 .	한국에서 생활하면서 겪은 작운 문화 차이도 그냥 넘어가는 게 아니라 그 이유를 분석해 보는 것도 좋겠다는 생각이 든다 .
저는 빌라에 살고 싶다 .	나는 빌라에 살고 싶다 .
빌라 층수는 3층입다 .	빌라 층수는 3층입니다 .
나는 이런 좋는 집에서 가족과 함께 살고 싶다 .	나는 이런 좋은 집에서 가족과 함께 살고 싶다 .
영주 친구들을 보고 싶어요 .	영주의 친구들이 보고 싶어요 .
그리고 친구하고 저녁 식사를 하고 이야기할 거예요 .	그리고 친구와 저녁 식사를 하고 이야기할 거예요 .
그래서 영화를 보거나 노래방에 갈 거예요 .	그리고 영화를 보거나 노래방에 갈 거예요 .
영주 친구가 노래 잘해요 .	영주 친구가 노래를 잘해요 .
저는 친구하고 노래하고 싶어요 .	저는 친구와 노래하고 싶어요 .
영주 친구가 친절해요 .	영주 친구는 친절해요 .
내년 생일이 꼭 재미있을 거예요 .	내년 생일은 틀림없이 재미있을 거예요 .
초등학교 때 엄머님께서와 수영장에 같이 갑니다	초등학교 때 어머니와 수영장에 같이 갔습니다
수영을 너무 재미있는 것 같아요	수영은 너무 재미있는 것 같아요
그때부터 1주 2번 수영반 있어요	그때부터 1주 2번 수영반에 갔어요
운동을 사람에게 건강 좋아요 .	운동은 사람의 건강에 좋아요 .
우리 매일 운둥을 해야 돼요 .	우리는 매일 운둥을 해야 돼요 .
저는 친구에제 수영을 가르쳐 돠었어요	저는 친구에게 수영을 가르쳐 줬어요
친구를 지금 수영을 잘 못해요 .	친구는 지금 수영을 잘 못해요 .
요즘 저는 요니를 배우기 시각했어요 .	요즘 저는 요리를 배우기 시작했어요 .
그 만들는 것을 저도 좋아해요 .	음식을 만들는 것을 저도 좋아해요 .
맛있게 음삭을 사람에게도 건강 좋아요	맛있는 음식은 사람의 건강에도 좋아요
저는 운동과 음식 잘하 할 수 있어요 .	저는 운동과 음식을 잘 할 수 있어요 .
나는 공연이 지루해서 볼 때마다 졸고는 하는 편이라 시간이 있으면 보통 공연을 안 보고 대신 유명한 배우들이 나오는 영화를 즐겨 보다 .	나는 공연이 지루해서 볼 때마다 졸고는 하는 편이라 시간이 있으면 보통 공연을 안 보고 대신 유명한 배우들이 나오는 영화를 즐겨 본다 .
그런데 중학교에 다닐 무렵에 가족과 베이징에 간 김에 본 " 소무가 양치기 " 라는 연극은 내 기억에 깊게 남아 있다 .	그런데 중학교에 다닐 무렵에 가족과 베이징에 간 김에 본 " 소무가 양치기 " 라는 연극이 내 기억에 깊게 남아 있다 .
그때는 베이징에 사는 친척이 우리를 초대했던 건데 , 마침 국가 대극장을 지은 지 얼마나 안 되어 친척이 그렇게 소중한 기회를 놓치지 말고 연극을 한 편이라도 보라길래 가서 봤다 .	그때는 베이징에 사는 친척이 우리를 초대했던 것인데 , 마침 국가 대극장을 지은 지 얼마 안 되어 친척이 그렇게 소중한 기회를 놓치지 말고 연극을 한 편이라도 보라길래 가서 봤다 .
공연을 보기 전에 보나 마나 하품밖에 안 나올 거라고 생각했는데 막상 보니 생각과 달리 무대에서 눈을 뗄 수 없을 정도로 구성이 치밀하고 작품성이 뛰어났다 .	공연을 보기 전에 보나 마나 하품밖에 안 나올 것이라고 생각했는데 막상 보니 생각과 달리 무대에서 눈을 뗄 수 없을 정도로 구성이 치밀하고 작품성이 뛰어났다 .
그때 소무가 굴복했더라면 애를 쓰지 않을 텐데 나라를 위해 끝까지 반항한 것이 아주 감동적이었다 .	그때 소무가 굴복했더라면 애를 먹지 않았을 텐데 나라를 위해 끝까지 반항한 것이 아주 감동적이었다 .
고향에서 보통 친구를 만나서 같이 쇼핑을 하고 쇼핑이 끝나고 저녁을 먹어요 .	고향에서 보통 친구를 만나서 같이 쇼핑을 하고 쇼핑이 끝나면 저녁을 먹어요 .
왜냐하면 지난주 토요일 오후 세 시에 친구와 시청 근처에 만났어요 .	왜냐하면 지난주 토요일 오후 세 시에 친구와 시청 근처서 만났어요 .
영화를 재미있지만 시간이 길었어요 .	영화는 재미있었지만 시간이 길었어요 .
저녁에 영화관 근처에 식당에서 밥을 먹었어요 .	저녁에 영화관 근처의 식당에서 밥을 먹었어요 .
지난주 토요일에 재미있었어요 .	지난주 토요일은 재미있었어요 .
그래서 친구와 약소했어요 .	그래서 친구와 약속했어요 .
다음 주에 시간 있으면 같이 명동에 갈 거예요 .	다음 주에 시간이 있으면 같이 명동에 갈 거예요 .
지금 우리 사는 세상은 이미 세계화가 되고 있다고 말할 수 있다 .	지금 우리가 사는 세상은 이미 세계화가 되고 있다고 말할 수 있다 .
이에 갖가지 원인 중에 무역 자유화는 한 중요한 역할이다고 본다 .	갖가지 원인 중에 무역 자유화가 중요한 역할이라고 본다 .
예를 들면 무역 자유화를 통해 출입국의 관세를 첼폐해서 더 자유롭게 무역할 수 있다 .	예를 들면 무역 자유화를 통해 출입국의 관세를 철폐해서 더 자유롭게 무역할 수 있다 .
그렇지만 무역 자유화에 대해 모두 좋은 것이 아니다 .	그렇지만 무역 자유화 가 모두 좋은 것이 아니다 .
더 자세히 말하자면 다른 나라에서 들어온 물건을 자기 나라보다 더 싸게 되면 소비 시장에 혼란이 되고 중소기업과 노언 산업한테 압도적인 타격을 입을 수 있는 말이다 .	더 자세히 말하자면 다른 나라에서 들어온 물건이 자기 나라보다 더 싸게 되면 소비 시장에 혼란이 되고 중소기업과 농업 산업이 압도적인 타격을 입을 수 있다는 말이다 .
실업자도 더 많아질 수 있다고 판단했다 .	실업자도 더 많아질 수 있다고 판단된다 .
그래서 정부가 무역 자유화에 대해 대책도 잘 마려해야 한다고 생각한다 .	따라서 정부가 무역 자유화에 대해 대책도 잘 마련해야 한다고 생각한다 .
바닥 밑에서 불을 탈 수 있고 또 주거 중심에 뜰이 있고 술을 마시고나 할 수 있다 .	바닥 밑에서 불을 땔 수 있고 또 주거 중심에 뜰이 있고 술을 마시거나 할 수 있다 .
한면 일본의 전통 주거는 바닥을 타타미로 만들고 창문을 열면 사람 한 명 정도 걸 수 있는 공간이 있다 .	한면 일본의 전통 주거는 바닥을 다다미로 만들고 창문을 열면 사람 한 명 정도 걷을 수 있는 공간이 있다 .
한국의 수도 서울과 일본의 수도 도쿄로 비교해 봤다 .	한국의 수도 서울과 일본의 수도 도쿄를 비교해 봤다 .
한편 , 일본은 여름이 한국보다 더워서 습기를 제거해서 시원하게 지낼 수 있게 바닥이 타타미로 만들렸다 .	한편 , 일본은 여름이 한국보다 더워서 습기를 제거해서 시원하게 지낼 수 있게 바닥을 다다미로 만들었다 .
문화는 나라마다 다른 사람의 특성과 나라의 특성에 따라 생기는 것이다 .	문화는 나라마다 다른 사람의 특징과 나라의 특성에 따라 생기는 것이다 .
우리 부모님하고 같이 바다에 갔다 .	우리 부모님과 같이 바다에 갔다 .
도착한 후에 우리 바로 호텔에 갔다 .	도착한 후에 우리는 바로 호텔에 갔다 .
호텔을 예정하려면 신분증이 필요해다 .	호텔을 예약하려면 신분증이 필요했다 .
하지만 1시간 후에 태양이 디시 한번 왔다 .	하지만 1시간 후에 태양이 다시 한번 뜨았다 .
그래서 우리 같이 밖에서 놀았다 .	그래서 우리는 같이 밖에서 놀았다 .
예전에 바다에 가 본 적이 없어서 너무 신기한다 .	예전에 바다에 가 본 적이 없어서 너무 신기했다 .
나는 수영을 할 수 없어서 좀 무섭다 .	나는 수영을 할 수 없어서 좀 무섭었다 .
앞으로 시간이 있으면 꼭 수영을 배워야 된다 .	앞으로 시간이 있으면 꼭 수영을 배워야 하겠다 .
바다에 간 후에 우리 식당에 갔다 .	바다에 간 후에 우리는 식당에 갔다 .
많은 음식이 있다 .	많은 음식이 있었다 .
맛있은 모양이다 .	맛있게생긴 모양였다 .
바다에 여행하는 동안 여러 가지 곳에 갔다 .	바다를 여행하는 동안 여러 곳에 갔다 .
넓은 바다하고 시원한 풍도 있어서 스트레스가 모든 다 불었다 .	넓은 바다와 시원한 바람도 있어서 스트레스가 모든 다 풀렸다 .
지난 방학에 잘 지냈다 .	지난 방학을 잘 지냈다 .
여러분 앞으로 시간이 있으면 부모님이나 사랑한 사람하고 같이 가 보세요 ~	여러분 앞으로 시간이 있으면 부모님이나 사랑하는 사람과 같이 가 보세요 ~
나는 음식을 먹은 것을 좋아합니다	나는 음식을 먹는 것을 좋아합니다
김치하고 라면도 좋아합니다 .	김치와 라면도 좋아합니다 .
그런데 중식하고 한식하고 양식 중에서 양식은 제일 좋아합니다 .	그런데 중식과 한식과 양식 중에서 양식을 제일 좋아합니다 .
십 년 전에분터 치킨과 피사가 처음 먹었습니다 .	십 년 전에 치킨과 피자를 처음 먹었습니다 .
몸에게 치킨가 바쁩니다 .	몸에 치킨이 나쁩니다 .
주말에 친구 같아 요리하기 때문에 기분이 좋습니다 .	주말에 친구와 같이 요리하기 때문에 기분이 좋습니다 .
< 술을 많이 마셔서 몸에 나빠요 .	< 술을 많이 마시면 몸에 나빠요 .
술을 많이 마시지 말고 물 드시세요 .	술을 많이 마시지 말고 물을 들시어요 .
그때에는 한국어 하나도 모르겠습니다 .	그때에는 한국어를 하나도 모르았습니다 .
하지말 저는 남대문 시장 가고 싶습니다 .	하지만 저는 남대문 시장에 가고 싶습니다 .
한국에서 남대문 시장에 제일 큰 시장입니다 .	한국에서 남대문 시장이 제일 큰 시장입니다 .
그래서 사람들이 많이 있습나다	그래서 사람들이 많이 있습니다
옷과 맛이는 음식이 다 있습니다 .	옷과 맛있는 음식이 다 있습니다 .
남대문 시장에는 옷을 너무 쌉니다 .	남대문 시장에는 옷이 너무 쌉니다 .
그래서 저 많이 샀습니다 .	그래서 저는 많이 샀습니다 .
한국어 잘기 때문에 옷을 사 때는 너무 힘들습니다 .	한국어를 잘 모르기 때문에 옷을 살 때는 너무 힘들었습니다 .
저는 맛이는 음식을 너무 좋아합니다 .	저는 맛있는 음식을 너무 좋아합니다 .
그래서 그동안 남대문 시장에 좋습니다	그래서 남대문 시장이 좋습니다
하지말 중국에서 중국 사람이 시장보다 백화점이 아주 좋습니다	하지만 중국에서 중국 사람은 시장보다 백화점을 더 좋아합니다
그렌데 중국 시장 옷을 값이 다 쌉니다 .	그런데 중국 시장은 옷의 값이 다 쌉니다 .
하지말 한국 시장에 담배를 비우면 안 됩니다 .	하지만 한국 시장에서 담배를 피우면 안 됩니다 .
1 . 20세기에 여성의 경제 활동 참여율이 확연히 증가 갔다 .	1 . 20세기에 여성의 경제 활동 참여율이 확실히 증가 갔다 .
2 . 지금도 점점 올리고 있는데 많은 영양을 볼 수 있다 .	2 . 지금도 점점 오르고 있는데 많은 영향을 볼 수 있다 .
